"log_id","us_id","log_task_name","log_question_score","log_question_status","log_question_used_time","log_created_time","log_question_number","log_question_name"
"20693","1","counting","0","t","00:00:02.165","2018-09-27 04:51:36.5136","4.1","animal normal"
"20692","1","counting","0","f","00:00:00","2018-09-27 04:51:31.5131","3.3","number-15"
"20691","1","counting","0","f","00:00:34.602","2018-09-27 04:51:30.513","3.2","number-4"
"20690","1","counting","0","f","00:00:00","2018-09-27 04:50:46.5046","2.3","number-12"
"20689","1","counting","0","f","00:00:39.774","2018-09-27 04:50:44.5044","2.2","number-6"
"20688","1","Comparison_object","1","t","00:00:00.321","2018-09-27 04:37:56.3756","7","14:16"
"20687","1","Comparison_object","1","t","00:00:00.176","2018-09-27 04:37:53.3753","6","14:12"
"20686","1","Comparison_object","0","f","00:00:00.206","2018-09-27 04:37:51.3751","5","10:12"
"20685","1","Comparison_object","1","t","00:00:00.219","2018-09-27 04:37:48.3748","4","10:8"
"20684","1","Comparison_object","1","t","00:00:05.197","2018-09-27 04:37:45.3745","3","8:6"
"20683","1","Comparison_object","0","f","00:00:01.43","2018-09-27 04:37:37.3737","2","10:15"
"20682","1","Comparison_object","0","f","00:00:03.071","2018-09-27 04:37:34.3734","1","5:10"
"20681","1","comparison","0","t","00:00:12.273","2018-09-27 03:43:33.4333","4","25 animals"
"20680","1","comparison","0","t","00:00:12.2","2018-09-27 03:43:20.432","3","13 animals"
"20679","1","comparison","0","t","00:00:03.291","2018-09-27 03:43:08.438","2","5 animals"
"20678","1","identification","0","f","00:00:00.682","2018-09-27 03:39:10.391","11","number-8"
"20677","1","identification","1","t","00:00:02.056","2018-09-27 03:39:05.395","10","number-0"
"20676","1","identification","1","t","00:00:00.587","2018-09-27 03:38:59.3859","9","number-9"
"20675","1","identification","0","f","00:00:04.073","2018-09-27 03:38:54.3854","8","number-4"
"20674","1","identification","0","f","00:00:19.799","2018-09-27 03:38:45.3845","7","number-2"
"20673","1","identification","0","f","00:00:00.425","2018-09-27 03:38:21.3821","6","number-1"
"20672","1","identification","0","f","00:00:01.291","2018-09-27 03:38:16.3816","5","number-5"
"20671","1","identification","0","f","00:00:00.701","2018-09-27 03:38:11.3811","4","number-3"
"20670","1","identification","0","f","00:00:00.674","2018-09-27 03:38:05.385","3","number-6"
"20669","1","identification","0","f","00:00:00.464","2018-09-27 03:38:00.38","2","number-7"
"20668","1","identification","0","f","00:00:37.88","2018-09-27 03:37:56.3756","1","number-0 EXEPLE"
"20667","1","ordinality","1","t","00:00:06.653","2018-09-27 03:34:38.3438","4","drag-number-13"
"20666","1","ordinality","1","t","00:00:02.26","2018-09-27 03:34:31.3431","3","drag-number-7"
"20665","1","ordinality","0","t","00:00:04.439","2018-09-27 03:34:29.3429","0","sample-drag-number-4"
"20664","1","ordinality","1","t","00:00:00.012","2018-09-27 03:34:25.3425","2","animal-lamb-11"
"20663","1","ordinality","1","t","00:00:00.216","2018-09-27 03:34:22.3422","1","animal-zebra-10"
"20662","1","ordinality","0","t","00:00:00","2018-09-27 03:34:19.3419","0","animal-sample"
"15444","1","comparison","0","t","00:00:00.977","2018-09-20 02:18:47.1847","4","25 animals"
"15442","1","comparison","0","t","00:00:08.78","2018-09-20 02:18:46.1846","3","13 animals"
"15439","1","comparison","0","t","00:00:01.063","2018-09-20 02:18:37.1837","2","5 animals"
"15438","1","comparison","0","t","00:00:01.898","2018-09-20 02:18:36.1836","1","6 animals"
"13758","1","counting","0","t","00:00:02.26","2018-09-19 02:53:46.5346","5.2","animal sorted"
"13757","1","counting","0","f","00:00:36.864","2018-09-19 02:53:42.5342","4.1","animal normal"
"13756","1","counting","0","f","00:00:00","2018-09-19 02:53:03.533","3.3","number-15"
"13755","1","counting","0","f","00:00:00","2018-09-19 02:53:00.53","3.2","number-4"
"13754","1","counting","0","f","00:00:00","2018-09-19 02:52:42.5242","2.3","number-12"
"13753","1","counting","0","f","00:00:00","2018-09-19 02:52:39.5239","2.2","number-6"
"13752","1","Comparison_object","1","t","00:00:00.447","2018-09-19 02:52:05.525","2","10:15"
"13751","1","Comparison_object","1","t","00:00:13.014","2018-09-19 02:52:02.522","1","5:10"
"11358","1","comparison_number","1","t","00:00:01.325","2018-08-31 07:46:33.4633","6","13:18"
"11357","1","comparison_number","1","t","00:00:00.591","2018-08-31 07:46:30.463","5","19:15"
"11356","1","comparison_number","1","t","00:00:00.516","2018-08-31 07:46:27.4627","4","4:7"
"11355","1","comparison_number","1","t","00:00:01.111","2018-08-31 07:46:24.4624","3","6:2"
"11354","1","comparison_number","1","t","00:00:01.589","2018-08-31 07:46:20.462","2","5:9"
"11353","1","comparison_number","1","t","00:00:01.196","2018-08-31 07:46:16.4616","1","8:3"
"11352","1","identification","1","t","00:00:00.641","2018-08-31 07:45:29.4529","16","number-40"
"11351","1","identification","1","t","00:00:00.798","2018-08-31 07:45:24.4524","15","number-33"
"11350","1","identification","1","t","00:00:00.681","2018-08-31 07:45:19.4519","14","number-29"
"11349","1","identification","1","t","00:00:00.798","2018-08-31 07:45:14.4514","13","number-25"
"11348","1","identification","1","t","00:00:00.676","2018-08-31 07:45:09.459","12","number-12"
"11347","1","identification","1","t","00:00:00.612","2018-08-31 07:45:04.454","11","number-8"
"11346","1","identification","1","t","00:00:00.698","2018-08-31 07:44:59.4459","10","number-0"
"11345","1","identification","1","t","00:00:00.812","2018-08-31 07:44:53.4453","9","number-9"
"11344","1","identification","1","t","00:00:00.784","2018-08-31 07:44:48.4448","8","number-4"
"11343","1","identification","1","t","00:00:00.794","2018-08-31 07:44:43.4443","7","number-2"
"11342","1","identification","1","t","00:00:00.825","2018-08-31 07:44:38.4438","6","number-1"
"11341","1","identification","1","t","00:00:00.985","2018-08-31 07:44:33.4433","5","number-5"
"11340","1","identification","1","t","00:00:01.499","2018-08-31 07:44:27.4427","4","number-3"
"11339","1","identification","1","t","00:00:01.54","2018-08-31 07:44:21.4421","3","number-6"
"11338","1","identification","1","t","00:00:01.304","2018-08-31 07:44:15.4415","2","number-7"
"11337","1","identification","0","t","00:00:03.931","2018-08-31 07:44:10.441","1","number-0 EXEPLE"
"11336","1","Comparison_object","1","t","00:00:00.945","2018-08-31 07:43:15.4315","7","14:16"
"11335","1","Comparison_object","1","t","00:00:00.327","2018-08-31 07:43:12.4312","6","14:12"
"11334","1","Comparison_object","1","t","00:00:00.238","2018-08-31 07:43:09.439","5","10:12"
"11333","1","Comparison_object","1","t","00:00:00.299","2018-08-31 07:43:06.436","4","10:8"
"11332","1","Comparison_object","1","t","00:00:00.38","2018-08-31 07:43:04.434","3","8:6"
"11331","1","Comparison_object","1","t","00:00:00.531","2018-08-31 07:43:01.431","2","10:15"
"11330","1","Comparison_object","1","t","00:00:01.193","2018-08-31 07:42:58.4258","1","5:10"
"11329","1","number_line","0","t","00:00:00","2018-08-30 01:29:00.29","1","rocket-2-Example"
"11328","1","Comparison_object","1","t","00:00:01.796","2018-08-30 01:27:50.275","1","5:10"
"11256","1","ordinality","0","f","00:00:00.289","2018-08-29 06:03:41.341","2","animal-lamb-11"
"11255","1","ordinality","1","t","00:00:00.175","2018-08-29 06:03:38.338","1","animal-zebra-10"
"11254","1","ordinality","0","t","00:00:00","2018-08-29 06:03:35.335","0","animal-sample"
"11253","1","ordinality","1","t","00:00:15.756","2018-08-24 01:19:59.1959","5","drag-number-6"
"11252","1","ordinality","1","t","00:00:04.172","2018-08-24 01:19:43.1943","4","drag-number-13"
"11251","1","ordinality","1","t","00:00:04.028","2018-08-24 01:19:39.1939","3","drag-number-7"
"11250","1","ordinality","0","t","00:00:06.088","2018-08-24 01:19:35.1935","0","sample-drag-number-4"
"11249","1","ordinality","1","t","00:00:04.172","2018-08-24 01:19:29.1929","2","animal-lamb-11"
"11248","1","ordinality","1","t","00:00:01.617","2018-08-24 01:19:22.1922","1","animal-zebra-10"
"11247","1","ordinality","0","t","00:00:00","2018-08-24 01:19:18.1918","0","animal-sample"
"11246","1","number_line","1","t","00:00:24.623","2018-08-24 01:16:05.165","4","rocket-7"
"11245","1","number_line","1","t","00:00:02.642","2018-08-24 01:15:36.1536","3","rocket-9"
"11244","1","number_line","1","t","00:00:02.156","2018-08-24 01:15:30.153","2","rocket-4"
"11243","1","number_line","0","t","00:00:00","2018-08-24 01:15:23.1523","1","rocket-2-Example"
"11242","1","comparison","0","t","00:00:03.33","2018-08-24 01:14:48.1448","3","13 animals"
"11241","1","comparison","0","t","00:00:02.189","2018-08-24 01:14:45.1445","2","5 animals"
"11240","1","comparison","0","t","00:00:17.398","2018-08-24 01:14:43.1443","1","6 animals"
"11239","1","identification","1","t","00:00:00.634","2018-08-24 01:13:44.1344","2","number-7"
"11238","1","identification","0","t","00:00:04.035","2018-08-24 01:13:39.1339","1","number-0 EXEPLE"
"11237","1","counting","1","t","00:00:00.09","2018-08-24 01:13:25.1325","7.1","15 mouses normal"
"11236","1","counting","0.5","t","00:00:06.378","2018-08-24 01:13:23.1323","6.2","9 chickens sorted"
"11235","1","counting","0","f","00:00:06.72","2018-08-24 01:13:14.1314","6.1","9-chickens-normal"
"11234","1","counting","1","t","00:01:40.871","2018-08-24 01:13:06.136","5.1","6 ladybugs normal"
"11233","1","counting","0","t","00:00:02.539","2018-08-24 01:11:22.1122","4.1","animal normal"
"11232","1","counting","0","f","00:00:00.193","2018-08-24 01:11:17.1117","3.3","number-15"
"11231","1","counting","0","f","00:00:00","2018-08-24 01:11:11.1111","3.2","number-4"
"11230","1","counting","0","f","00:00:00","2018-08-24 01:10:58.1058","2.3","number-12"
"11229","1","counting","0","f","00:00:00","2018-08-24 01:10:55.1055","2.2","number-6"
"11228","1","Comparison_object","1","t","00:00:00.558","2018-08-24 01:10:35.1035","1","5:10"
"11204","1","identification","0","f","00:00:00.662","2018-08-22 10:54:27.5427","11","number-8"
"11203","1","identification","0","f","00:00:00.535","2018-08-22 10:54:22.5422","10","number-0"
"11202","1","identification","1","t","00:00:00.541","2018-08-22 10:54:17.5417","9","number-9"
"11200","1","identification","0","f","00:00:00.668","2018-08-22 10:54:12.5412","8","number-4"
"11199","1","identification","0","f","00:00:00.636","2018-08-22 10:54:07.547","7","number-2"
"11197","1","identification","0","f","00:00:00.666","2018-08-22 10:54:02.542","6","number-1"
"11196","1","identification","0","f","00:00:01.232","2018-08-22 10:53:56.5356","5","number-5"
"11194","1","identification","0","f","00:00:06.442","2018-08-22 10:53:51.5351","4","number-3"
"11193","1","identification","0","f","00:00:00.662","2018-08-22 10:53:40.534","3","number-6"
"11191","1","identification","0","f","00:00:00.494","2018-08-22 10:53:35.5335","2","number-7"
"11190","1","identification","0","f","00:00:06.383","2018-08-22 10:53:30.533","1","number-0 EXEPLE"
"11100","1","counting","1","t","00:00:00","2018-08-22 10:39:13.3913","7.1","15 mouses normal"
"11099","1","counting","1","t","00:00:00","2018-08-22 10:39:13.3913","6.1","9-chickens-normal"
"11098","1","counting","1","t","00:00:00","2018-08-22 10:39:13.3913","5.1","6 ladybugs normal"
"11096","1","counting","0","t","00:00:00","2018-08-22 10:39:12.3912","4.1","animal normal"
"11095","1","counting","0","f","00:00:00","2018-08-22 10:39:10.391","3.3","number-15"
"11092","1","counting","0","f","00:00:00","2018-08-22 10:39:02.392","3.2","number-4"
"11089","1","counting","0","f","00:00:00","2018-08-22 10:38:55.3855","2.3","number-12"
"11088","1","counting","0","f","00:00:00","2018-08-22 10:38:51.3851","2.2","number-6"
"11079","1","identification","1","t","00:00:00.564","2018-08-22 10:38:14.3814","2","number-7"
"11078","1","identification","0","t","00:00:00.868","2018-08-22 10:38:09.389","1","number-0 EXEPLE"
"33","1","comparison","1","t","00:00:04.468","2018-07-11 09:58:33.5833","1","5:10"
"32","1","ordinality","0","f","00:00:03.562","2018-07-11 06:20:36.2036","2","drag-number-7"
"31","1","ordinality","0","t","00:00:06.563","2018-07-11 06:20:33.2033","1","drag-number-4"
"30","1","addition","1","t","00:00:01.004","2018-07-11 04:04:50.45","5","number-15-plus-14"
"29","1","addition","1","t","00:00:00.114","2018-07-11 04:04:46.446","4","number-12-plus-2"
"28","1","addition","1","t","00:00:00.905","2018-07-11 04:04:43.443","3","number-3-plus-4"
"27","1","addition","1","t","00:00:00.516","2018-07-11 04:04:28.428","2","object-2-plus-3"
"26","1","addition","1","t","00:00:00.391","2018-07-11 04:04:24.424","1","object-2-plus-1"
"25","1","ordinality","1","t","00:00:04.048","2018-07-11 04:00:59.059","4","drag-number-6"
"24","1","ordinality","1","t","00:00:06.861","2018-07-11 04:00:55.055","3","drag-number-13"
"23","1","ordinality","1","t","00:00:04.297","2018-07-11 04:00:48.048","2","drag-number-7"
"22","1","ordinality","0","t","00:00:08.954","2018-07-11 04:00:44.044","1","drag-number-4"
"21","1","ordinality","1","t","00:00:03.708","2018-07-11 04:00:15.015","4","drag-number-6"
"20","1","ordinality","1","t","00:00:03.577","2018-07-11 04:00:11.011","3","drag-number-13"
"19","1","ordinality","1","t","00:00:03.704","2018-07-11 04:00:08.08","2","drag-number-7"
"18","1","ordinality","0","t","00:00:05.225","2018-07-11 04:00:04.04","1","drag-number-4"
"17","1","identification","1","t","00:00:00.699","2018-07-11 03:59:38.5938","3","number-3"
"16","1","identification","0","f","00:00:10.099","2018-07-11 03:59:33.5933","2","number-6"
"15","1","comparison","0","f","00:00:00.133","2018-07-11 03:59:24.5924","7","14:16"
"14","1","comparison","1","t","00:00:00.226","2018-07-11 03:59:21.5921","6","14:12"
"13","1","comparison","1","t","00:00:00.971","2018-07-11 03:59:19.5919","5","10:12"
"1","1","counting","0","t","00:00:04.113","2018-07-11 03:57:32.5732","2.1","number-2"
"12","1","identification","0","f","00:00:02.194","2018-07-11 03:59:18.5918","1","number-7"
"11","1","comparison","0","f","00:00:00.4","2018-07-11 03:59:15.5915","4","10:8"
"10","1","comparison","1","t","00:00:00.328","2018-07-11 03:59:12.5912","3","8:6"
"9","1","comparison","1","t","00:00:00.271","2018-07-11 03:59:10.591","2","10:15"
"8","1","comparison","1","t","00:00:00.366","2018-07-11 03:59:07.597","1","5:10"
"7","1","counting","0","t","00:00:04.463","2018-07-11 03:58:05.585","4.1","animal normal"
"6","1","counting","1","t","00:00:04.301","2018-07-11 03:58:00.58","3.3","number-15"
"5","1","counting","1","t","00:00:05.848","2018-07-11 03:57:56.5756","3.2","number-4"
"4","1","counting","0","t","00:00:06.166","2018-07-11 03:57:50.575","3.1","number-10"
"3","1","counting","1","t","00:00:04.936","2018-07-11 03:57:44.5744","2.3","number-12"
"2","1","counting","1","t","00:00:07.355","2018-07-11 03:57:39.5739","2.2","number-6"
"22171","1","Comparison_object","1","t","00:00:05.162","2019-07-02 10:17:50.175","1","5:10"
"22170","1","Comparison_object","0","f","00:00:11.417","2019-06-14 08:57:37.5737","2","10:15"
"22169","1","Comparison_object","0","f","00:00:16.186","2019-06-14 08:57:22.5722","1","5:10"
"22168","1","comparison","0","f","00:00:52.438","2019-05-23 10:24:43.2443","4","25 animals"
"22167","1","comparison","0","t","00:00:32.83","2019-05-23 10:23:51.2351","3","13 animals"
"22166","1","comparison","0","t","00:00:19.214","2019-05-23 10:23:18.2318","2","5 animals"
"22165","1","comparison","0","t","00:00:14.329","2019-05-23 10:22:59.2259","1","6 animals"
"22164","1","comparison_number","0","f","00:00:04.52","2019-05-23 10:18:11.1811","6","13:18"
"22163","1","comparison_number","0","f","00:00:07.047","2019-05-23 10:18:03.183","5","19:15"
"22162","1","comparison_number","1","t","00:00:07.54","2019-05-23 10:17:51.1751","4","4:7"
"22161","1","comparison_number","0","f","00:00:04.932","2019-05-23 10:17:39.1739","3","6:2"
"22160","1","comparison_number","0","f","00:00:04.162","2019-05-23 10:17:30.173","2","5:9"
"22159","1","comparison_number","1","t","00:00:01.354","2019-05-23 10:17:21.1721","1","8:3"
"22158","1","identification","1","t","00:00:07.27","2019-05-23 10:16:28.1628","16","number-40"
"10441","1","addition","0","f","00:00:05.829","2018-08-22 09:46:22.4622","5","number-15-plus-14"
"10440","1","addition","0","f","00:00:20.329","2018-08-22 09:46:14.4614","4","number-12-plus-2"
"22157","1","identification","0","f","00:00:21.911","2019-05-23 10:16:16.1616","15","number-33"
"10437","1","addition","0","f","00:00:00.229","2018-08-22 09:45:51.4551","3","number-3-plus-4"
"10435","1","addition","0","f","00:00:00.165","2018-08-22 09:45:36.4536","2","object-2-plus-3"
"10434","1","addition","0","f","00:00:00.503","2018-08-22 09:45:32.4532","1","object-2-plus-1"
"22156","1","identification","0","f","00:00:04.73","2019-05-23 10:15:50.155","14","number-29"
"22155","1","identification","1","t","00:00:11.92","2019-05-23 10:15:41.1541","13","number-25"
"22154","1","identification","0","f","00:00:12.562","2019-05-23 10:15:25.1525","12","number-12"
"22153","1","identification","1","t","00:00:02.908","2019-05-23 10:15:08.158","11","number-8"
"22152","1","identification","1","t","00:00:03.365","2019-05-23 10:15:00.15","10","number-0"
"22151","1","identification","1","t","00:00:03.449","2019-05-23 10:14:53.1453","9","number-9"
"22150","1","identification","1","t","00:00:03.448","2019-05-23 10:14:45.1445","8","number-4"
"22036","1","comparison_number","1","t","00:00:08.828","2019-01-26 09:59:47.5947","6","13:18"
"22149","1","identification","1","t","00:00:03.074","2019-05-23 10:14:37.1437","7","number-2"
"22148","1","identification","1","t","00:00:04.105","2019-05-23 10:14:30.143","6","number-1"
"22147","1","identification","1","t","00:00:02.982","2019-05-23 10:14:21.1421","5","number-5"
"22146","1","identification","1","t","00:00:03.939","2019-05-23 10:14:14.1414","4","number-3"
"22037","1","comparison_number","1","t","00:00:02.174","2019-01-26 09:59:53.5953","7","24:27"
"22145","1","identification","1","t","00:00:03.482","2019-05-23 10:14:05.145","3","number-6"
"22038","1","number_line","0","t","00:00:00","2019-01-26 01:26:35.2635","1","rocket-2-Example"
"22144","1","identification","1","t","00:00:04.762","2019-05-23 10:13:58.1358","2","number-7"
"22143","1","Comparison_object","0","f","00:00:06.279","2019-05-23 10:12:05.125","7","14:16"
"22142","1","Comparison_object","0","f","00:00:01.872","2019-05-23 10:11:55.1155","6","14:12"
"22141","1","Comparison_object","0","f","00:00:00.918","2019-05-23 10:11:50.115","5","10:12"
"22140","1","Comparison_object","1","t","00:00:01.273","2019-05-23 10:11:45.1145","4","10:8"
"22139","1","Comparison_object","1","t","00:00:01.187","2019-05-23 10:11:40.114","3","8:6"
"22039","1","number_line","1","t","00:00:16.438","2019-01-26 01:26:55.2655","2","rocket-4"
"22138","1","Comparison_object","1","t","00:00:02.335","2019-05-23 10:11:36.1136","2","10:15"
"22137","1","Comparison_object","1","t","00:00:02.023","2019-05-23 10:11:30.113","1","5:10"
"22136","1","subtraction","0","f","00:00:00.964","2019-05-22 03:29:22.2922","2","object-8-minus-2"
"22040","1","number_line","0","f","00:00:31.765","2019-01-26 01:27:31.2731","3","rocket-9"
"22135","1","subtraction","0","f","00:00:01.181","2019-05-22 03:29:16.2916","1","object-5-minus-2"
"22134","1","identification","0","f","00:00:24.499","2019-05-22 03:21:13.2113","1","number-0 EXEPLE"
"22133","1","counting","0","f","00:00:02.937","2019-05-21 02:47:16.4716","2.2","number-6"
"22132","1","Comparison_object","1","t","00:00:00.219","2019-05-21 02:46:02.462","3","8:6"
"22131","1","Comparison_object","1","t","00:00:04.906","2019-05-21 02:45:59.4559","2","10:15"
"22130","1","Comparison_object","1","t","00:00:05.864","2019-05-21 02:45:50.455","1","5:10"
"22129","1","Comparison_object","1","t","00:00:00.219","2019-03-31 03:13:08.138","7","14:16"
"22128","1","Comparison_object","1","t","00:00:00.154","2019-03-31 03:13:04.134","6","14:12"
"22127","1","Comparison_object","1","t","00:00:00.417","2019-03-31 03:13:00.13","5","10:12"
"22126","1","Comparison_object","1","t","02:00:00.001","2019-03-31 03:12:56.1256","4","10:8"
"22125","1","Comparison_object","1","t","00:00:00.457","2019-03-31 03:12:53.1253","3","8:6"
"22041","1","comparison","0","t","00:00:11.084","2019-01-26 01:32:46.3246","1","6 animals"
"22042","1","comparison","0","t","00:00:07.972","2019-01-26 01:32:54.3254","2","5 animals"
"22124","1","Comparison_object","1","t","00:00:00.074","2019-03-31 03:12:49.1249","2","10:15"
"22043","1","comparison","0","f","00:00:17.577","2019-01-26 01:33:12.3312","3","13 animals"
"22044","1","ordinality","0","t","00:00:00","2019-01-26 01:35:07.357","0","animal-sample"
"22123","1","Comparison_object","1","t","00:00:00.159","2019-03-31 03:12:45.1245","1","5:10"
"22122","1","comparison","0","f","00:00:03.286","2019-03-13 02:28:58.2858","4","25 animals"
"22121","1","comparison","0","f","00:00:02.663","2019-03-13 02:28:54.2854","3","13 animals"
"22120","1","comparison","0","t","00:00:02.627","2019-03-13 02:28:52.2852","2","5 animals"
"22045","1","ordinality","0","f","00:00:14.328","2019-01-26 01:35:25.3525","1","animal-zebra-10"
"22046","1","ordinality","1","t","00:00:02.098","2019-01-26 01:35:29.3529","2","animal-lamb-11"
"22047","1","ordinality","0","t","00:00:27.354","2019-01-26 01:35:57.3557","0","sample-drag-number-4"
"22119","1","comparison","0","f","00:00:02.708","2019-03-13 02:28:49.2849","1","6 animals"
"22118","1","subtraction","0","f","00:00:01.024","2019-03-04 08:17:39.1739","2","object-8-minus-2"
"22048","1","ordinality","1","t","00:00:20.23","2019-01-26 01:36:17.3617","3","drag-number-7"
"22117","1","subtraction","0","f","00:00:00","2019-03-04 08:17:36.1736","1","object-5-minus-2"
"22116","1","addition","0","f","00:00:02.648","2019-03-04 08:15:14.1514","2","object-2-plus-3"
"22115","1","addition","1","t","00:00:02.979","2019-03-04 08:15:07.157","1","object-2-plus-1"
"22049","1","ordinality","0","t","00:00:00","2019-01-30 01:11:10.111","0","animal-sample"
"22050","1","ordinality","1","t","00:00:00.636","2019-01-30 01:11:13.1113","1","animal-zebra-10"
"22114","1","Comparison_object","1","t","00:00:00.217","2019-03-04 08:10:35.1035","7","14:16"
"22113","1","Comparison_object","0","f","00:00:01.526","2019-03-04 08:10:31.1031","6","14:12"
"22112","1","Comparison_object","1","t","00:00:07.108","2019-03-04 08:10:26.1026","5","10:12"
"22111","1","Comparison_object","0","f","00:00:01.316","2019-03-04 08:10:16.1016","4","10:8"
"22110","1","Comparison_object","1","t","00:00:00.605","2019-03-04 08:10:11.1011","3","8:6"
"22109","1","Comparison_object","0","f","00:00:07.886","2019-03-04 08:10:07.107","2","10:15"
"22108","1","Comparison_object","0","f","00:00:00.542","2019-03-04 08:09:55.955","1","5:10"
"22107","1","number_line","1","t","00:00:04.46","2019-03-01 10:34:53.3453","6","rocket-10"
"22106","1","number_line","1","t","00:00:06.599","2019-03-01 10:34:45.3445","5","rocket-5"
"22105","1","number_line","1","t","00:00:08.09","2019-03-01 10:34:34.3434","4","rocket-7"
"22104","1","number_line","1","t","00:00:06.566","2019-03-01 10:34:22.3422","3","rocket-9"
"22103","1","number_line","1","t","00:00:09.049","2019-03-01 10:34:12.3412","2","rocket-4"
"22102","1","number_line","0","t","00:00:00","2019-03-01 10:33:58.3358","1","rocket-2-Example"
"22101","1","identification","1","t","00:00:01.574","2019-03-01 10:33:29.3329","4","number-3"
"22100","1","identification","1","t","00:00:01.447","2019-03-01 10:33:23.3323","3","number-6"
"22099","1","identification","1","t","00:00:00.896","2019-03-01 10:33:17.3317","2","number-7"
"22098","1","identification","0","t","00:00:03.739","2019-03-01 10:33:12.3312","1","number-0 EXEPLE"
"22097","1","Comparison_object","1","t","00:00:00.444","2019-03-01 10:32:43.3243","7","14:16"
"22051","1","ordinality","1","t","00:00:01.635","2019-01-30 01:11:17.1117","2","animal-lamb-11"
"22096","1","Comparison_object","1","t","00:00:00.619","2019-03-01 10:32:39.3239","6","14:12"
"22095","1","Comparison_object","1","t","00:00:01.096","2019-03-01 10:32:35.3235","5","10:12"
"22094","1","Comparison_object","1","t","00:00:00.41","2019-03-01 10:32:30.323","4","10:8"
"22093","1","Comparison_object","1","t","00:00:00.421","2019-03-01 10:32:26.3226","3","8:6"
"22052","1","ordinality","0","f","00:00:00","2019-01-30 01:12:51.1251","0","animal-sample"
"22092","1","Comparison_object","1","t","00:00:00.41","2019-03-01 10:32:22.3222","2","10:15"
"22091","1","Comparison_object","1","t","00:00:01.35","2019-03-01 10:32:19.3219","1","5:10"
"22053","1","ordinality","1","t","00:00:10.388","2019-01-30 01:13:04.134","1","animal-zebra-10"
"22090","1","addition","0","f","00:02:12.362","2019-02-26 08:02:09.29","2","object-2-plus-3"
"22054","1","ordinality","0","f","00:00:00.275","2019-01-30 01:13:07.137","2","animal-lamb-11"
"22089","1","addition","0","f","00:00:01.829","2019-02-26 07:59:52.5952","1","object-2-plus-1"
"22088","1","subtraction","0","f","00:00:13.285","2019-02-26 07:59:27.5927","3","number-4-minus-1"
"22087","1","subtraction","0","f","00:00:00.934","2019-02-26 07:59:06.596","2","object-8-minus-2"
"22086","1","subtraction","0","f","00:00:00.955","2019-02-26 07:59:00.59","1","object-5-minus-2"
"22055","1","ordinality","0","t","00:00:03.328","2019-01-30 01:13:10.131","0","sample-drag-number-4"
"22085","1","comparison","0","t","00:00:07.174","2019-02-12 08:24:52.2452","4","25 animals"
"22056","1","ordinality","1","t","00:00:07.022","2019-01-30 01:13:17.1317","3","drag-number-7"
"22084","1","comparison","0","t","00:00:07.551","2019-02-12 08:24:45.2445","3","13 animals"
"22083","1","comparison","0","t","00:00:06.035","2019-02-12 08:24:37.2437","2","5 animals"
"22082","1","comparison","0","t","00:00:06.978","2019-02-12 08:24:31.2431","1","6 animals"
"22057","1","ordinality","1","t","00:00:03.14","2019-01-30 01:13:21.1321","4","drag-number-13"
"22081","1","subtraction","0","f","00:00:01.291","2019-02-11 05:17:05.175","4","number-17-minus-4"
"22080","1","subtraction","0","f","00:00:01.086","2019-02-11 05:17:02.172","3","number-4-minus-1"
"22079","1","subtraction","0","f","00:00:00.764","2019-02-11 05:16:53.1653","2","object-8-minus-2"
"22078","1","subtraction","0","f","00:00:04.652","2019-02-11 05:16:47.1647","1","object-5-minus-2"
"22077","1","addition","1","t","00:00:01.119","2019-02-11 05:15:46.1546","2","object-2-plus-3"
"22058","1","ordinality","1","t","00:00:07.77","2019-01-30 01:13:28.1328","5","drag-number-6"
"22059","1","Comparison_object","0","f","00:00:01.513","2019-02-11 05:07:48.748","1","5:10"
"22060","1","Comparison_object","0","f","00:00:00.097","2019-02-11 05:07:52.752","2","10:15"
"22076","1","addition","0","f","00:00:02.98","2019-02-11 05:15:40.154","1","object-2-plus-1"
"22061","1","Comparison_object","1","t","00:00:00.702","2019-02-11 05:07:56.756","3","8:6"
"22075","1","ordinality","1","t","00:00:03.654","2019-02-11 05:13:36.1336","4","drag-number-13"
"22074","1","ordinality","1","t","00:00:04.876","2019-02-11 05:13:32.1332","3","drag-number-7"
"22073","1","ordinality","0","t","00:00:04.084","2019-02-11 05:13:27.1327","0","sample-drag-number-4"
"22072","1","ordinality","1","t","00:00:03.661","2019-02-11 05:13:23.1323","2","animal-lamb-11"
"22062","1","Comparison_object","1","t","00:00:00.193","2019-02-11 05:08:00.8","4","10:8"
"22071","1","ordinality","0","f","00:00:04.454","2019-02-11 05:13:17.1317","1","animal-zebra-10"
"22063","1","Comparison_object","0","f","00:00:00.205","2019-02-11 05:08:04.84","5","10:12"
"22070","1","ordinality","0","t","00:00:00","2019-02-11 05:13:09.139","0","animal-sample"
"22069","1","comparison","0","t","00:00:06.726","2019-02-11 05:12:34.1234","4","25 animals"
"22068","1","comparison","0","t","00:00:06.177","2019-02-11 05:12:28.1228","3","13 animals"
"22064","1","Comparison_object","1","t","00:00:00.211","2019-02-11 05:08:07.87","6","14:12"
"22067","1","comparison","0","t","00:00:07.577","2019-02-11 05:12:21.1221","2","5 animals"
"22065","1","Comparison_object","0","f","00:00:00.883","2019-02-11 05:08:12.812","7","14:16"
