"log_id","us_id","log_task_name","log_question_score","log_question_status","log_question_used_time","log_created_time","log_question_number","log_question_name"
"6441","88","Comparison_object","1","t","00:00:01.022","2018-08-15 10:51:31.5131","2","10:15"
"6572","88","number_line","0","t","00:00:06.372","2018-08-15 11:02:33.233","1","star-2"
"6616","88","ordinality","1","t","00:00:05.798","2018-08-15 11:04:36.436","3","drag-number-7"
"6531","88","identification","1","t","00:00:11.465","2018-08-15 10:59:23.5923","16","number-40"
"6642","88","addition","1","t","00:00:05.63","2018-08-15 11:05:26.526","1","object-2-plus-1"
"6440","88","Comparison_object","1","t","00:00:01.937","2018-08-15 10:51:27.5127","1","5:10"
"6474","88","counting","1","t","00:00:05.974","2018-08-15 10:55:33.5533","6.1","9-chickens-normal"
"6467","88","counting","0","f","00:00:03.096","2018-08-15 10:54:35.5435","2.3","number-12"
"6536","88","comparison","0","t","00:00:06.027","2018-08-15 10:59:57.5957","1","6 animals"
"6537","88","comparison","0","t","00:00:05.041","2018-08-15 11:00:02.02","2","5 animals"
"6588","88","number_line","1","t","00:00:06.539","2018-08-15 11:03:27.327","5","star-5"
"6539","88","comparison","0","t","00:00:08.21","2018-08-15 11:00:11.011","3","13 animals"
"6540","88","comparison","0","t","00:00:16.646","2018-08-15 11:00:27.027","4","25 animals"
"6673","88","addition","1","t","00:00:36.055","2018-08-15 11:07:26.726","4","number-12-plus-2"
"6613","88","ordinality","0","t","00:00:07.757","2018-08-15 11:04:30.43","0","sample-drag-number-4"
"6468","88","counting","0","f","00:00:00.349","2018-08-15 10:54:56.5456","3.2","number-4"
"6611","88","ordinality","1","t","00:00:04.318","2018-08-15 11:04:23.423","2","animal-lamb-11"
"6654","88","addition","1","t","00:00:06.649","2018-08-15 11:06:09.69","2","object-2-plus-3"
"6584","88","number_line","1","t","00:00:13.902","2018-08-15 11:03:11.311","3","star-7"
"6469","88","counting","0","f","00:00:04.827","2018-08-15 10:55:09.559","3.3","number-15"
"6577","88","number_line","1","t","00:00:15.492","2018-08-15 11:02:53.253","2","star-4"
"6549","88","number_line","0","t","00:00:00","2018-08-15 11:01:04.14","1","rocket-2-Example"
"6650","88","addition","1","t","00:00:01.119","2018-08-15 11:05:58.558","1","object-2-plus-1"
"6586","88","number_line","1","t","00:00:02.011","2018-08-15 11:03:17.317","4","star-1"
"6861","89","comparison","0","t","00:00:22.518","2018-08-15 11:22:55.2255","4","25 animals"
"6758","89","Comparison_object","1","t","00:00:03.725","2018-08-15 11:12:57.1257","1","5:10"
"6761","89","Comparison_object","1","t","00:00:02.197","2018-08-15 11:13:02.132","2","10:15"
"6763","89","Comparison_object","1","t","00:00:04.626","2018-08-15 11:13:09.139","3","8:6"
"6766","89","Comparison_object","1","t","00:00:01.959","2018-08-15 11:13:13.1313","4","10:8"
"6768","89","Comparison_object","1","t","00:00:01.458","2018-08-15 11:13:17.1317","5","10:12"
"6770","89","Comparison_object","1","t","00:00:00.958","2018-08-15 11:13:21.1321","6","14:12"
"6772","89","Comparison_object","1","t","00:00:01.456","2018-08-15 11:13:25.1325","7","14:16"
"6807","89","counting","0","f","00:00:04.36","2018-08-15 11:16:42.1642","2.2","number-6"
"6809","89","counting","0","f","00:00:05.316","2018-08-15 11:16:55.1655","2.3","number-12"
"6812","89","counting","0","f","00:00:02.955","2018-08-15 11:17:15.1715","3.2","number-4"
"6814","89","counting","0","f","00:00:03.275","2018-08-15 11:17:26.1726","3.3","number-15"
"6816","89","counting","0","t","00:00:08.425","2018-08-15 11:17:37.1737","4.1","animal normal"
"6818","89","counting","1","t","00:00:10.907","2018-08-15 11:17:50.175","5.1","6 ladybugs normal"
"6819","89","counting","1","t","00:00:12.46","2018-08-15 11:18:04.184","6.1","9-chickens-normal"
"6820","89","counting","1","t","00:00:18.148","2018-08-15 11:18:24.1824","7.1","15 mouses normal"
"6821","89","identification","0","t","00:00:04.602","2018-08-15 11:18:48.1848","1","number-0 EXEPLE"
"6823","89","identification","1","t","00:00:02.616","2018-08-15 11:18:55.1855","2","number-7"
"6824","89","identification","1","t","00:00:02.012","2018-08-15 11:19:01.191","3","number-6"
"6826","89","identification","1","t","00:00:01.574","2018-08-15 11:19:07.197","4","number-3"
"6827","89","identification","1","t","00:00:01.368","2018-08-15 11:19:13.1913","5","number-5"
"6829","89","identification","1","t","00:00:02.929","2018-08-15 11:19:20.192","6","number-1"
"6830","89","identification","1","t","00:00:02.055","2018-08-15 11:19:26.1926","7","number-2"
"6831","89","identification","1","t","00:00:01.31","2018-08-15 11:19:32.1932","8","number-4"
"6832","89","identification","1","t","00:00:00.793","2018-08-15 11:19:37.1937","9","number-9"
"6833","89","identification","1","t","00:00:00.226","2018-08-15 11:19:42.1942","10","number-0"
"6834","89","identification","1","t","00:00:00.48","2018-08-15 11:19:47.1947","11","number-8"
"6836","89","identification","1","t","00:00:06.559","2018-08-15 11:19:58.1958","12","number-12"
"6838","89","identification","1","t","00:00:06.455","2018-08-15 11:20:09.209","13","number-25"
"6840","89","identification","1","t","00:00:01.087","2018-08-15 11:20:14.2014","14","number-29"
"6841","89","identification","1","t","00:00:00.65","2018-08-15 11:20:19.2019","15","number-33"
"6842","89","identification","1","t","00:00:01.423","2018-08-15 11:20:25.2025","16","number-40"
"6846","89","comparison_number","1","t","00:00:04.071","2018-08-15 11:21:05.215","1","8:3"
"6848","89","comparison_number","1","t","00:00:03.533","2018-08-15 11:21:11.2111","2","5:9"
"6849","89","comparison_number","1","t","00:00:04.037","2018-08-15 11:21:18.2118","3","6:2"
"6851","89","comparison_number","1","t","00:00:03.735","2018-08-15 11:21:24.2124","4","4:7"
"6853","89","comparison_number","1","t","00:00:03.705","2018-08-15 11:21:30.213","5","19:15"
"6854","89","comparison_number","1","t","00:00:03.69","2018-08-15 11:21:36.2136","6","13:18"
"6855","89","comparison_number","1","t","00:00:03.796","2018-08-15 11:21:42.2142","7","24:27"
"6858","89","comparison","0","t","00:00:06.671","2018-08-15 11:22:17.2217","1","6 animals"
"6859","89","comparison","0","t","00:00:04.526","2018-08-15 11:22:21.2221","2","5 animals"
"6860","89","comparison","0","t","00:00:11.451","2018-08-15 11:22:33.2233","3","13 animals"
"6864","89","number_line","0","t","00:00:00","2018-08-15 11:23:39.2339","1","rocket-2-Example"
"6866","89","number_line","1","t","00:00:17.788","2018-08-15 11:24:01.241","2","rocket-4"
"6868","89","number_line","1","t","00:00:07.663","2018-08-15 11:24:13.2413","3","rocket-9"
"6869","89","number_line","1","t","00:00:07.848","2018-08-15 11:24:25.2425","4","rocket-7"
"6870","89","number_line","1","t","00:00:03.702","2018-08-15 11:24:32.2432","5","rocket-5"
"6873","89","number_line","0","f","00:00:41.343","2018-08-15 11:25:18.2518","6","rocket-10"
"6875","89","number_line","0","t","00:00:12.514","2018-08-15 11:25:34.2534","1","star-2"
"6877","89","number_line","1","t","00:00:09.026","2018-08-15 11:25:48.2548","2","star-4"
"6879","89","number_line","1","t","00:00:16.587","2018-08-15 11:26:08.268","3","star-7"
"6880","89","number_line","1","t","00:00:04.54","2018-08-15 11:26:17.2617","4","star-1"
"6881","89","number_line","1","t","00:00:11.057","2018-08-15 11:26:32.2632","5","star-5"
"6882","89","number_line","1","t","00:00:05.063","2018-08-15 11:26:41.2641","6","star-9"
"6883","89","ordinality","0","t","00:00:00","2018-08-15 11:27:04.274","0","animal-sample"
"6884","89","ordinality","1","t","00:00:08.051","2018-08-15 11:27:15.2715","1","animal-zebra-10"
"6885","89","ordinality","1","t","00:00:01.75","2018-08-15 11:27:19.2719","2","animal-lamb-11"
"6886","89","ordinality","0","t","00:00:09.23","2018-08-15 11:27:28.2728","0","sample-drag-number-4"
"6887","89","ordinality","1","t","00:00:07.172","2018-08-15 11:27:35.2735","3","drag-number-7"
"6888","89","ordinality","1","t","00:00:07.11","2018-08-15 11:27:42.2742","4","drag-number-13"
"6889","89","ordinality","0","f","00:00:09.237","2018-08-15 11:27:52.2752","5","drag-number-6"
"6890","89","addition","1","t","00:00:07.275","2018-08-15 11:28:23.2823","1","object-2-plus-1"
"6891","89","addition","1","t","00:00:09.797","2018-08-15 11:28:37.2837","2","object-2-plus-3"
"6892","89","addition","1","t","00:00:23.434","2018-08-15 11:29:16.2916","3","number-3-plus-4"
"6893","89","addition","1","t","00:00:12.462","2018-08-15 11:29:31.2931","4","number-12-plus-2"
"6894","89","addition","1","t","00:00:06.47","2018-08-15 11:29:41.2941","5","number-15-plus-14"
"6895","89","subtraction","1","t","00:00:01.504","2018-08-15 11:30:09.309","1","object-object-5-minus-2"
"6896","89","subtraction","0","f","00:00:11.09","2018-08-15 11:30:25.3025","2","object-object-8-minus-2"
"6897","89","subtraction","1","t","00:00:09.656","2018-08-15 11:30:52.3052","3","number-4-minus-1"
"6898","89","subtraction","1","t","00:00:30.968","2018-08-15 11:31:25.3125","4","number-17-minus-4"
"6899","89","subtraction","0","f","00:00:08.554","2018-08-15 11:31:36.3136","5","number-29-minus-15"
"6614","90","identification","1","t","00:00:01.64","2018-08-15 11:04:31.431","3","number-6"
"6769","90","ordinality","1","t","00:00:18.11","2018-08-15 11:13:19.1319","1","animal-zebra-10"
"6612","90","identification","1","t","00:00:01.605","2018-08-15 11:04:25.425","2","number-7"
"6686","90","comparison","0","t","00:00:05.068","2018-08-15 11:08:34.834","1","6 animals"
"6695","90","comparison","0","t","00:00:15.171","2018-08-15 11:09:02.92","4","25 animals"
"6666","90","comparison_number","1","t","00:00:00.663","2018-08-15 11:06:54.654","6","13:18"
"6718","90","number_line","1","t","00:00:08.809","2018-08-15 11:10:07.107","4","rocket-7"
"6775","90","ordinality","0","f","00:00:23.377","2018-08-15 11:13:45.1345","2","animal-lamb-11"
"6776","90","ordinality","0","t","00:00:06.626","2018-08-15 11:13:52.1352","0","sample-drag-number-4"
"6777","90","ordinality","1","t","00:00:05.984","2018-08-15 11:13:58.1358","3","drag-number-7"
"6665","90","comparison_number","1","t","00:00:01.734","2018-08-15 11:06:51.651","5","19:15"
"6779","90","ordinality","1","t","00:00:08.298","2018-08-15 11:14:06.146","4","drag-number-13"
"6664","90","comparison_number","1","t","00:00:01.489","2018-08-15 11:06:47.647","4","4:7"
"6781","90","ordinality","0","f","00:00:05.314","2018-08-15 11:14:12.1412","5","drag-number-6"
"6730","90","number_line","0","t","00:00:12.578","2018-08-15 11:11:09.119","1","star-2"
"6610","90","identification","0","t","00:00:02.666","2018-08-15 11:04:19.419","1","number-0 EXEPLE"
"6593","90","counting","1.5","t","00:00:03.117","2018-08-15 11:03:44.344","3.3","number-15"
"6603","90","counting","1","t","00:00:03.73","2018-08-15 11:03:59.359","6.1","9-chickens-normal"
"6658","90","comparison_number","1","t","00:00:00.522","2018-08-15 11:06:33.633","1","8:3"
"6637","90","identification","1","t","00:00:02.17","2018-08-15 11:05:10.51","9","number-9"
"6542","90","Comparison_object","1","t","00:00:00.837","2018-08-15 11:00:46.046","1","5:10"
"6789","90","addition","0","f","00:00:11.42","2018-08-15 11:14:45.1445","1","object-2-plus-1"
"6543","90","Comparison_object","1","t","00:00:01.683","2018-08-15 11:00:50.05","2","10:15"
"6621","90","identification","1","t","00:00:02.275","2018-08-15 11:04:43.443","5","number-5"
"6544","90","Comparison_object","1","t","00:00:00.669","2018-08-15 11:00:53.053","3","8:6"
"6713","90","number_line","1","t","00:00:08.707","2018-08-15 11:09:54.954","3","rocket-9"
"6794","90","addition","1","t","00:00:17.253","2018-08-15 11:15:06.156","2","object-2-plus-3"
"6545","90","Comparison_object","1","t","00:00:00.106","2018-08-15 11:00:56.056","4","10:8"
"6796","90","addition","1","t","00:00:13.957","2018-08-15 11:15:36.1536","3","number-3-plus-4"
"6733","90","number_line","1","t","00:00:04.224","2018-08-15 11:11:17.1117","2","star-4"
"6798","90","addition","1","t","00:00:17.193","2018-08-15 11:15:55.1555","4","number-12-plus-2"
"6546","90","Comparison_object","1","t","00:00:00.584","2018-08-15 11:00:59.059","5","10:12"
"6548","90","Comparison_object","1","t","00:00:00.08","2018-08-15 11:01:01.11","6","14:12"
"6651","90","identification","1","t","00:00:02.539","2018-08-15 11:06:02.62","16","number-40"
"6802","90","addition","1","t","00:00:16.924","2018-08-15 11:16:15.1615","5","number-15-plus-14"
"6643","90","identification","1","t","00:00:04.3","2018-08-15 11:05:32.532","12","number-12"
"6550","90","Comparison_object","0","f","00:00:00.104","2018-08-15 11:01:04.14","7","14:16"
"6590","90","counting","1.5","t","00:00:02.039","2018-08-15 11:03:33.333","3.2","number-4"
"6806","90","subtraction","1","t","00:00:00.222","2018-08-15 11:16:39.1639","1","object-object-5-minus-2"
"6634","90","identification","1","t","00:00:02.629","2018-08-15 11:05:04.54","8","number-4"
"6743","90","number_line","0","f","00:00:39.227","2018-08-15 11:12:01.121","3","star-7"
"6649","90","identification","1","t","00:00:02.479","2018-08-15 11:05:55.555","15","number-33"
"6810","90","subtraction","1","t","00:00:11.027","2018-08-15 11:16:55.1655","2","object-object-8-minus-2"
"6579","90","counting","1.5","t","00:00:01.119","2018-08-15 11:02:55.255","2.2","number-6"
"6647","90","identification","1","t","00:00:02.678","2018-08-15 11:05:48.548","14","number-29"
"6813","90","subtraction","1","t","00:00:08.282","2018-08-15 11:17:17.1717","3","number-4-minus-1"
"6630","90","identification","1","t","00:00:01.981","2018-08-15 11:04:57.457","7","number-2"
"6815","90","subtraction","1","t","00:00:16.252","2018-08-15 11:17:36.1736","4","number-17-minus-4"
"6645","90","identification","1","t","00:00:04.664","2018-08-15 11:05:41.541","13","number-25"
"6817","90","subtraction","0","f","00:00:07.865","2018-08-15 11:17:46.1746","5","number-29-minus-15"
"6599","90","counting","1","t","00:00:02.314","2018-08-15 11:03:53.353","5.1","6 ladybugs normal"
"6753","90","number_line","1","t","00:00:10.926","2018-08-15 11:12:40.124","6","star-9"
"6607","90","counting","1","t","00:00:06.63","2018-08-15 11:04:07.47","7.1","15 mouses normal"
"6582","90","counting","1.5","t","02:00:00.001","2018-08-15 11:03:06.36","2.3","number-12"
"6723","90","number_line","1","t","00:00:09.948","2018-08-15 11:10:21.1021","5","rocket-5"
"6745","90","number_line","1","t","00:00:02.488","2018-08-15 11:12:07.127","4","star-1"
"6749","90","number_line","0","f","00:00:13.689","2018-08-15 11:12:25.1225","5","star-5"
"6661","90","comparison_number","1","t","00:00:01.309","2018-08-15 11:06:43.643","3","6:2"
"6639","90","identification","1","t","00:00:02.156","2018-08-15 11:05:17.517","10","number-0"
"6617","90","identification","1","t","00:00:01.202","2018-08-15 11:04:37.437","4","number-3"
"6759","90","ordinality","0","t","00:00:00","2018-08-15 11:12:58.1258","0","animal-sample"
"6728","90","number_line","0","f","00:00:27.589","2018-08-15 11:10:52.1052","6","rocket-10"
"6669","90","comparison_number","1","t","00:00:02.973","2018-08-15 11:07:00.7","7","24:27"
"6641","90","identification","1","t","00:00:02.3","2018-08-15 11:05:23.523","11","number-8"
"6709","90","number_line","1","t","00:00:10.601","2018-08-15 11:09:41.941","2","rocket-4"
"6625","90","identification","1","t","00:00:02.343","2018-08-15 11:04:50.45","6","number-1"
"6596","90","counting","0","t","00:00:01.6","2018-08-15 11:03:48.348","4.1","animal normal"
"6704","90","number_line","0","t","00:00:00","2018-08-15 11:09:27.927","1","rocket-2-Example"
"6660","90","comparison_number","1","t","00:00:03.708","2018-08-15 11:06:39.639","2","5:9"
"6687","90","comparison","0","t","00:00:04.053","2018-08-15 11:08:38.838","2","5 animals"
"6691","90","comparison","0","t","00:00:08.03","2018-08-15 11:08:46.846","3","13 animals"
"9339","91","identification","1","t","00:00:01.741","2018-08-22 08:35:41.3541","6","number-1"
"9434","91","number_line","1","t","00:00:08.321","2018-08-22 08:41:59.4159","6","star-9"
"9237","91","Comparison_object","1","t","00:00:01.546","2018-08-22 08:29:44.2944","4","10:8"
"9238","91","Comparison_object","1","t","00:00:00.409","2018-08-22 08:29:47.2947","5","10:12"
"9239","91","Comparison_object","1","t","00:00:00.868","2018-08-22 08:29:51.2951","6","14:12"
"9341","91","identification","1","t","00:00:01.647","2018-08-22 08:35:47.3547","7","number-2"
"9343","91","identification","1","t","00:00:01.446","2018-08-22 08:35:53.3553","8","number-4"
"9372","91","comparison_number","1","t","00:00:00.912","2018-08-22 08:37:28.3728","2","5:9"
"9413","91","number_line","1","t","00:00:08.622","2018-08-22 08:40:26.4026","3","rocket-9"
"9345","91","identification","1","t","00:00:01.998","2018-08-22 08:35:59.3559","9","number-9"
"9363","91","identification","1","t","00:00:04.365","2018-08-22 08:36:55.3655","16","number-40"
"9471","91","subtraction","1","t","00:00:06.95","2018-08-22 08:45:28.4528","1","object-object-5-minus-2"
"9347","91","identification","1","t","00:00:05.077","2018-08-22 08:36:09.369","10","number-0"
"9463","91","addition","0","f","00:00:09.903","2018-08-22 08:44:39.4439","4","number-12-plus-2"
"9240","91","Comparison_object","0","f","00:00:00.779","2018-08-22 08:29:54.2954","7","14:16"
"9319","91","counting","1","t","00:00:09.182","2018-08-22 08:34:56.3456","7.1","15 mouses normal"
"9429","91","number_line","1","t","00:00:04.004","2018-08-22 08:41:26.4126","4","star-1"
"9402","91","comparison","0","t","00:01:02.253","2018-08-22 08:39:35.3935","4","25 animals"
"9355","91","identification","1","t","00:00:03.495","2018-08-22 08:36:31.3631","13","number-25"
"9428","91","number_line","1","t","00:00:06.616","2018-08-22 08:41:18.4118","3","star-7"
"9411","91","number_line","1","t","00:00:04.971","2018-08-22 08:40:13.4013","2","rocket-4"
"9374","91","comparison_number","1","t","00:00:03.251","2018-08-22 08:37:33.3733","3","6:2"
"9409","91","number_line","0","t","00:00:00","2018-08-22 08:40:04.404","1","rocket-2-Example"
"9472","91","subtraction","0","f","00:00:03.553","2018-08-22 08:45:37.4537","2","object-object-8-minus-2"
"9376","91","comparison_number","1","t","00:00:01.956","2018-08-22 08:37:38.3738","4","4:7"
"9426","91","number_line","1","t","00:00:03.191","2018-08-22 08:41:07.417","2","star-4"
"9359","91","identification","1","t","00:00:02.799","2018-08-22 08:36:38.3638","14","number-29"
"9377","91","comparison_number","1","t","00:00:00.573","2018-08-22 08:37:41.3741","5","19:15"
"9379","91","comparison_number","1","t","00:00:03.178","2018-08-22 08:37:47.3747","6","13:18"
"9308","91","counting","0","t","00:00:04.614","2018-08-22 08:34:26.3426","4.1","animal normal"
"9324","91","identification","0","t","00:00:04.796","2018-08-22 08:35:11.3511","1","number-0 EXEPLE"
"9277","91","counting","1.5","t","00:00:03.217","2018-08-22 08:32:49.3249","2.2","number-6"
"9381","91","comparison_number","1","t","00:00:01.162","2018-08-22 08:37:50.375","7","24:27"
"9294","91","counting","1.5","t","00:00:16.072","2018-08-22 08:33:48.3348","3.2","number-4"
"9446","91","ordinality","0","f","00:00:24.34","2018-08-22 08:43:19.4319","5","drag-number-6"
"9456","91","addition","1","t","00:00:04.408","2018-08-22 08:43:57.4357","2","object-2-plus-3"
"9474","91","subtraction","1","t","00:00:03.71","2018-08-22 08:45:54.4554","3","number-4-minus-1"
"9443","91","ordinality","1","t","00:00:08.215","2018-08-22 08:42:54.4254","4","drag-number-13"
"9371","91","comparison_number","1","t","00:00:00.827","2018-08-22 08:37:24.3724","1","8:3"
"9442","91","ordinality","1","t","00:00:04.55","2018-08-22 08:42:46.4246","3","drag-number-7"
"9311","91","counting","1","t","00:00:09.313","2018-08-22 08:34:37.3437","5.1","6 ladybugs normal"
"9455","91","addition","1","t","00:00:07.289","2018-08-22 08:43:48.4348","1","object-2-plus-1"
"9440","91","ordinality","0","t","00:00:12.102","2018-08-22 08:42:42.4242","0","sample-drag-number-4"
"9387","91","comparison","0","t","00:00:06.024","2018-08-22 08:38:21.3821","1","6 animals"
"9439","91","ordinality","1","t","00:00:00.809","2018-08-22 08:42:29.4229","2","animal-lamb-11"
"9438","91","ordinality","1","t","00:00:04.649","2018-08-22 08:42:26.4226","1","animal-zebra-10"
"9389","91","comparison","0","t","00:00:03.568","2018-08-22 08:38:25.3825","2","5 animals"
"9437","91","ordinality","0","t","00:00:00","2018-08-22 08:42:19.4219","0","animal-sample"
"9233","91","Comparison_object","1","t","00:00:00.523","2018-08-22 08:29:34.2934","1","5:10"
"9391","91","comparison","0","t","00:00:07.869","2018-08-22 08:38:32.3832","3","13 animals"
"9353","91","identification","1","t","00:00:03.451","2018-08-22 08:36:23.3623","12","number-12"
"9422","91","number_line","0","f","00:00:06.121","2018-08-22 08:40:52.4052","6","rocket-10"
"9327","91","identification","1","t","00:00:02.014","2018-08-22 08:35:17.3517","2","number-7"
"9475","91","subtraction","1","t","00:00:00.005","2018-08-22 08:45:56.4556","4","number-17-minus-4"
"9460","91","addition","0","f","00:00:12.197","2018-08-22 08:44:27.4427","3","number-3-plus-4"
"9330","91","identification","1","t","00:00:01.359","2018-08-22 08:35:23.3523","3","number-6"
"9235","91","Comparison_object","1","t","00:00:00.545","2018-08-22 08:29:37.2937","2","10:15"
"9467","91","addition","0","f","00:00:09.262","2018-08-22 08:44:51.4451","5","number-15-plus-14"
"9425","91","number_line","0","f","00:00:03.621","2018-08-22 08:41:00.41","1","star-2"
"9478","91","subtraction","1","t","00:00:00.753","2018-08-22 08:45:59.4559","5","number-29-minus-15"
"9236","91","Comparison_object","1","t","00:00:00.905","2018-08-22 08:29:40.294","3","8:6"
"9419","91","number_line","0","f","00:00:04.701","2018-08-22 08:40:42.4042","5","rocket-5"
"9417","91","number_line","1","t","00:00:03.266","2018-08-22 08:40:33.4033","4","rocket-7"
"9332","91","identification","1","t","00:00:01.95","2018-08-22 08:35:29.3529","4","number-3"
"9314","91","counting","1","t","00:00:05.586","2018-08-22 08:34:45.3445","6.1","9-chickens-normal"
"9305","91","counting","1.5","t","00:00:22.656","2018-08-22 08:34:19.3419","3.3","number-15"
"9336","91","identification","1","t","00:00:01.289","2018-08-22 08:35:35.3535","5","number-5"
"9361","91","identification","1","t","00:00:04.263","2018-08-22 08:36:47.3647","15","number-33"
"9284","91","counting","1.5","t","00:00:13.803","2018-08-22 08:33:10.331","2.3","number-12"
"9350","91","identification","1","t","00:00:01.909","2018-08-22 08:36:15.3615","11","number-8"
"9584","92","comparison","0","t","00:00:05.073","2018-08-22 08:51:58.5158","1","6 animals"
"9628","92","number_line","1","t","00:00:07.225","2018-08-22 08:54:21.5421","2","star-4"
"9618","92","number_line","1","t","00:00:07.525","2018-08-22 08:53:41.5341","5","rocket-5"
"9665","92","ordinality","1","t","00:00:04.249","2018-08-22 08:56:00.56","1","animal-zebra-10"
"9499","92","counting","1.5","t","00:00:03.603","2018-08-22 08:47:46.4746","3.3","number-15"
"9668","92","ordinality","0","t","00:00:05.71","2018-08-22 08:56:09.569","0","sample-drag-number-4"
"9466","92","Comparison_object","1","t","00:00:00.731","2018-08-22 08:44:44.4444","6","14:12"
"9542","92","identification","1","t","00:00:16.234","2018-08-22 08:50:02.502","12","number-12"
"9520","92","identification","1","t","00:00:01.496","2018-08-22 08:48:58.4858","2","number-7"
"9667","92","ordinality","1","t","00:00:00.973","2018-08-22 08:56:04.564","2","animal-lamb-11"
"9552","92","identification","1","t","00:00:00.415","2018-08-22 08:50:29.5029","16","number-40"
"9576","92","comparison_number","1","t","00:00:01.442","2018-08-22 08:51:27.5127","7","24:27"
"9546","92","identification","1","t","00:00:04.567","2018-08-22 08:50:11.5011","13","number-25"
"9731","92","addition","1","t","00:00:41.86","2018-08-22 08:59:39.5939","5","number-15-plus-14"
"9550","92","identification","1","t","00:00:01.669","2018-08-22 08:50:24.5024","15","number-33"
"9672","92","ordinality","1","t","00:00:06.127","2018-08-22 08:56:23.5623","4","drag-number-13"
"9548","92","identification","1","t","00:00:02.433","2018-08-22 08:50:18.5018","14","number-29"
"9596","92","comparison","0","t","00:00:16.231","2018-08-22 08:52:30.523","4","25 animals"
"9566","92","comparison_number","1","t","00:00:00.945","2018-08-22 08:51:11.5111","3","6:2"
"9590","92","comparison","0","t","00:00:11.02","2018-08-22 08:52:13.5213","3","13 animals"
"9716","92","addition","1","t","00:00:10.587","2018-08-22 08:58:55.5855","4","number-12-plus-2"
"9710","92","addition","1","t","00:00:07.119","2018-08-22 08:58:42.5842","3","number-3-plus-4"
"9699","92","addition","1","t","00:00:17.041","2018-08-22 08:58:20.582","2","object-2-plus-3"
"9695","92","addition","1","t","00:00:51.72","2018-08-22 08:57:58.5758","1","object-2-plus-1"
"9564","92","comparison_number","1","t","00:00:00.507","2018-08-22 08:51:07.517","2","5:9"
"9670","92","ordinality","1","t","00:00:07.141","2018-08-22 08:56:16.5616","3","drag-number-7"
"9673","92","ordinality","0","f","00:00:07.683","2018-08-22 08:56:30.563","5","drag-number-6"
"9462","92","Comparison_object","1","t","00:00:00.541","2018-08-22 08:44:35.4435","4","10:8"
"9764","92","subtraction","1","t","00:00:34.296","2018-08-22 09:02:07.27","5","number-29-minus-15"
"9563","92","comparison_number","1","t","00:00:03.695","2018-08-22 08:51:04.514","1","8:3"
"9491","92","counting","1.5","t","00:00:00","2018-08-22 08:47:05.475","2.2","number-6"
"9521","92","identification","1","t","00:00:00.592","2018-08-22 08:49:03.493","3","number-6"
"9492","92","counting","1.5","t","00:00:01.35","2018-08-22 08:47:14.4714","2.3","number-12"
"9511","92","counting","1","t","00:00:19.861","2018-08-22 08:48:27.4827","7.1","15 mouses normal"
"9468","92","Comparison_object","1","t","00:00:04.696","2018-08-22 08:44:52.4452","7","14:16"
"9622","92","number_line","1","t","00:00:12.708","2018-08-22 08:53:58.5358","6","rocket-10"
"9586","92","comparison","0","t","00:00:04.245","2018-08-22 08:52:02.522","2","5 animals"
"9743","92","subtraction","1","t","00:00:04.427","2018-08-22 09:00:13.013","2","object-object-8-minus-2"
"9611","92","number_line","1","t","00:00:08.991","2018-08-22 08:53:16.5316","3","rocket-9"
"9649","92","number_line","1","t","00:00:07.239","2018-08-22 08:55:12.5512","5","star-5"
"9507","92","counting","1","t","00:00:03.331","2018-08-22 08:48:05.485","6.1","9-chickens-normal"
"9625","92","number_line","0","t","00:00:07.855","2018-08-22 08:54:10.541","1","star-2"
"9461","92","Comparison_object","1","t","00:00:05.31","2018-08-22 08:44:32.4432","3","8:6"
"9644","92","number_line","1","t","00:00:02.573","2018-08-22 08:55:00.55","4","star-1"
"9506","92","counting","1","t","00:00:04.462","2018-08-22 08:48:00.48","5.1","6 ladybugs normal"
"9603","92","number_line","0","t","00:00:00","2018-08-22 08:52:55.5255","1","rocket-2-Example"
"9758","92","subtraction","1","t","00:00:46.029","2018-08-22 09:01:31.131","4","number-17-minus-4"
"9662","92","ordinality","0","t","00:00:00","2018-08-22 08:55:53.5553","0","animal-sample"
"9639","92","number_line","1","t","00:00:28.694","2018-08-22 08:54:54.5454","3","star-7"
"9748","92","subtraction","1","t","00:00:02.367","2018-08-22 09:00:42.042","3","number-4-minus-1"
"9606","92","number_line","0","f","00:00:03.589","2018-08-22 08:53:02.532","2","rocket-4"
"9494","92","counting","1.5","t","00:00:00","2018-08-22 08:47:34.4734","3.2","number-4"
"9503","92","counting","0","t","00:00:03.45","2018-08-22 08:47:53.4753","4.1","animal normal"
"9518","92","identification","0","t","00:00:00.851","2018-08-22 08:48:52.4852","1","number-0 EXEPLE"
"9459","92","Comparison_object","1","t","00:00:00.85","2018-08-22 08:44:24.4424","2","10:15"
"9654","92","number_line","1","t","00:00:18.608","2018-08-22 08:55:34.5534","6","star-9"
"9464","92","Comparison_object","1","t","00:00:03.824","2018-08-22 08:44:41.4441","5","10:12"
"9523","92","identification","1","t","00:00:00.45","2018-08-22 08:49:08.498","4","number-3"
"9569","92","comparison_number","1","t","00:00:01.472","2018-08-22 08:51:15.5115","4","4:7"
"9525","92","identification","1","t","00:00:00.407","2018-08-22 08:49:12.4912","5","number-5"
"9738","92","subtraction","1","t","00:00:00.596","2018-08-22 09:00:03.03","1","object-object-5-minus-2"
